               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 137,            0.045162,            0.058338,            0.017773,             0.80666,             0.58922,             0.65619,             0.42388,             0.04427,            0.044358,            0.016689,            0.005512,            0.005512,            0.005512
                 138,            0.044915,            0.058046,            0.017393,             0.79944,             0.59169,             0.65618,             0.42249,            0.044288,            0.044206,            0.016758,            0.005479,            0.005479,            0.005479
                 139,            0.044517,            0.056508,            0.017888,             0.80869,             0.58897,             0.66361,             0.42747,            0.044192,            0.044347,            0.016701,            0.005446,            0.005446,            0.005446
                 140,            0.044881,            0.058035,            0.017709,              0.8262,             0.57901,             0.65736,             0.42602,            0.044171,            0.044352,            0.016717,            0.005413,            0.005413,            0.005413
                 141,            0.044836,            0.058337,            0.017448,             0.79608,             0.59019,             0.65565,             0.42391,            0.044148,            0.044352,            0.016846,             0.00538,             0.00538,             0.00538
                 142,             0.04458,            0.057092,            0.017158,             0.81103,             0.58922,             0.65954,             0.42821,            0.043999,            0.044229,            0.016551,            0.005347,            0.005347,            0.005347
                 143,            0.044459,            0.056899,             0.01751,             0.80388,             0.59166,              0.6609,             0.42929,            0.043889,            0.044091,            0.016576,            0.005314,            0.005314,            0.005314
                 144,            0.044583,            0.056642,            0.017089,             0.80815,             0.60008,             0.66594,             0.43332,            0.043942,            0.044193,            0.016495,            0.005281,            0.005281,            0.005281
                 145,            0.044457,            0.057426,            0.017203,             0.82628,             0.59133,             0.66728,             0.43474,            0.044006,            0.044302,            0.016344,            0.005248,            0.005248,            0.005248
                 146,            0.044177,            0.057123,            0.016937,             0.80915,             0.59865,             0.66398,             0.43577,            0.043898,            0.044206,             0.01645,            0.005215,            0.005215,            0.005215
                 147,            0.044424,            0.056189,            0.017135,             0.81631,             0.59818,             0.66761,             0.43542,            0.043824,            0.044226,            0.016358,            0.005182,            0.005182,            0.005182
                 148,            0.044647,             0.05705,            0.017097,             0.82692,             0.59167,             0.66809,             0.43778,            0.043758,            0.044105,            0.016454,            0.005149,            0.005149,            0.005149
                 149,            0.044336,            0.056043,            0.016779,             0.82141,             0.59584,             0.66557,             0.43459,            0.043674,            0.044207,            0.016488,            0.005116,            0.005116,            0.005116
                 150,            0.044494,            0.056149,             0.01702,             0.81022,             0.59837,             0.66705,             0.43665,            0.043643,            0.044189,            0.016425,            0.005083,            0.005083,            0.005083
                 151,            0.044086,            0.057427,            0.016559,             0.82809,              0.6018,             0.67258,             0.44236,             0.04351,            0.044011,            0.016298,             0.00505,             0.00505,             0.00505
                 152,            0.043992,             0.05759,            0.016471,             0.81978,             0.60138,             0.66788,             0.43992,            0.043595,            0.044043,            0.016279,            0.005017,            0.005017,            0.005017
                 153,            0.043931,             0.05661,            0.016524,             0.83262,             0.59703,             0.66991,             0.44184,            0.043566,            0.044103,            0.016096,            0.004984,            0.004984,            0.004984
                 154,            0.043711,            0.056685,            0.016698,             0.83267,             0.59411,             0.67051,             0.44061,            0.043538,            0.044086,            0.016147,            0.004951,            0.004951,            0.004951
                 155,              0.0441,            0.055846,            0.016509,             0.83812,              0.5999,             0.67618,             0.44331,            0.043492,            0.043973,            0.016082,            0.004918,            0.004918,            0.004918
                 156,            0.044204,            0.056058,            0.016645,             0.83654,             0.60119,             0.67252,             0.44288,            0.043551,            0.043761,            0.016153,            0.004885,            0.004885,            0.004885
                 157,            0.043588,            0.054867,              0.0166,              0.8213,             0.60023,             0.67289,             0.44201,            0.043537,            0.043725,            0.016132,            0.004852,            0.004852,            0.004852
                 158,             0.04351,            0.055126,            0.016333,              0.8262,             0.60443,             0.67523,              0.4449,            0.043472,            0.043727,            0.016099,            0.004819,            0.004819,            0.004819
                 159,            0.043319,            0.055409,            0.015954,              0.8332,              0.6008,              0.6761,             0.44488,            0.043423,             0.04363,            0.016015,            0.004786,            0.004786,            0.004786
                 160,            0.043595,            0.055511,            0.016222,             0.84188,             0.59493,             0.67554,             0.44548,            0.043337,            0.043691,            0.015982,            0.004753,            0.004753,            0.004753
                 161,            0.043576,            0.056444,            0.016217,              0.8507,             0.59218,             0.67604,             0.44617,            0.043358,            0.043646,            0.015927,             0.00472,             0.00472,             0.00472
                 162,            0.043351,             0.05571,            0.015903,             0.84796,             0.59746,             0.67531,              0.4465,            0.043228,            0.043631,            0.016075,            0.004687,            0.004687,            0.004687
                 163,            0.043507,            0.055024,            0.015923,             0.84013,             0.59881,             0.67629,             0.44773,            0.043257,            0.043537,            0.016032,            0.004654,            0.004654,            0.004654
